content|competent|priority
could u ask an agent what the fucking mail address of the Customer Service, please?|contact_customer_service|medium_priority
id like to see your fuckingv money back policy, what do i have to do?|check_refund_policy|high_priority
can u give me information about your fucking money back guarantee?|check_refund_policy|high_priority
I would like a fucking user account and I would like to create one, please|create_account|standard_priority
could u ask an agent where i could inform of fucking payment issues?|payment_issue|high_priority
id like to submit a fucking comment for a service, what do i have to do?|review|high_priority
I want to obtain some fucking invoices, could you tell me how I can do it?|get_invoice|standard_priority
could you tell me the fucking number to contact Customer Support, please?|contact_customer_service|medium_priority
could u ask an agent to report fucking issues making a payment, please?|payment_issue|high_priority
i want information and id like to send a email to fucking customerservice|contact_customer_service|high_priority
ca you ask an agent to solve a fucking payment problem ?|payment_issue|medium_priority
please, i want to know how I can modify my fucking order|change_order|high_priority
can u ask  an agent how i could solve an fucking issue paying, please?|payment_issue|high_priority
ask an agent where to notify fucking payment problems|payment_issue|medium_priority
please, could you tell me if I could create more than one fucking account with the same email address?|create_account|standard_priority
please, ask an agent how i could notify fucking issues making a payment|payment_issue|high_priority
I am discontent with the service, how could I file a fucking complaint?|complaint|standard_priority
ask an agent where to open a fucking online account, please|create_account|medium_priority
I'd like to create a fucking profile, what should I do?|create_account|standard_priority
I would like to see the fucking email to contact Customer Support, please|contact_customer_service|standard_priority
could you ask an agent how I could subscribe to the fucking newsletter, please?|newsletter_subscription|standard_priority
I'd like to track my fucking package, can you tell me how to do it?|track_order|standard_priority
where can I notify a fucking issue paying?|payment_issue|medium_priority
my fucking online account's been hacked and I'd like to get it back|recover_password|standard_priority
I'd like a fucking online account, how could I open one?|create_account|standard_priority
could you contact fucking Customer Service ?|contact_customer_service|medium_priority
wherecan i inform of fucking problems making an payment?|payment_issue|high_priority
please, could you ask an agent how I colud talk to fucking Customer Support?|contact_customer_service|medium_priority
i didn't receive my fucking invoices, can i check them?|check_invoices|high_priority
can u ask an agent how i could set up my fucking shipping address, please?|set_up_shipping_address|high_priority
ask an agent how I can report a fucking issue with my payment, please|payment_issue|medium_priority
could u ask an agent how i could report fucking problems paying?|payment_issue|high_priority
I would like to solve fucking problems making a payment|payment_issue|medium_priority
i want to see my fucking invoice, what do i have to do?|check_invoices|high_priority
please, could u ask an agent where to notify a fucking issue making a payment?|payment_issue|high_priority
could u ask an agent where to notify fucking issues making a payment?|payment_issue|high_priority
please, can you ask an agent if I can view their fucking reimbursement policy?|check_refund_policy|standard_priority
I want to make a fucking complaint, could you help me?|complaint|standard_priority
I've got no fucking account, what can I do to register?|create_account|standard_priority
can u ask an agent how to notify a fucking issue paying?|payment_issue|high_priority
I need to report fucking registration issues|registration_problems|medium_priority
please, i want to know if i could create two fucking online accounts with the same email address|create_account|high_priority
please, could you ask an agent how I could see my fucking bill?|check_invoices|standard_priority
I would like information, could I send an email to fucking Customer Support?|contact_customer_service|medium_priority
I don't understand you and I'd like to talk to fucking someone|contact_human_agent|standard_priority
please, could you ask an agent how I could view their fucking payment options?|check_payment_methods|medium_priority
ask an agent how to view my fucking bill|check_invoices|medium_priority
I want to inform of a fucking issue making a payment|payment_issue|medium_priority
please, i would like to get information about downloading a fucking bill|get_invoice|high_priority
can you ask an agent to show me the fucking status of my reimbursement, please?|track_refund|standard_priority
please, could u ask an agent to solve a fucking issue with my payment?|payment_issue|medium_priority
could I remove my fucking profile?|delete_account|medium_priority
please, ask an agent where I can remove my fucking online account|delete_account|medium_priority
can you ask an agent to provide information about my fucking bills?|check_invoices|medium_priority
id like to check your fucking payment options, what can i do?|check_payment_methods|high_priority
where to track my fucking reimbursement|track_refund|medium_priority
ask an agent if I could retrieve my fucking account password, please|recover_password|medium_priority
please, ask an agent where to notify a fucking payment problem|payment_issue|medium_priority
I do not have a fucking account and I would like to create one, please|create_account|standard_priority
I made a mistake and i wanna change my fucking purchase, please|change_order|high_priority
please, could u ask an agent what my delivery of my fucking order iks?|track_order|high_priority
could u ask an agent if i can notify a fucking issue paying, please?|payment_issue|high_priority
ask an agent if my fucking orders are out for delivery|track_order|medium_priority
could you ask an agent if I can notify a fucking payment problem, please?|payment_issue|medium_priority
you aren't helping and I want to speak with a fucking human agent|contact_human_agent|standard_priority
please, can u ask an agent to report fucking payment problems?|payment_issue|high_priority
my fucking online account has been hacked, can I get it back?|recover_password|standard_priority
I don't undersatnd you, could I speak with fucking sopmeone?|contact_human_agent|standard_priority
I would like to write a fucking review|review|standard_priority
ask an agent if I could inform of a fucking issue making a payment, please|payment_issue|medium_priority
my fucking user account was hacked, could you get it back, please?|recover_password|standard_priority
could you ask an agent how I can inform of fucking issues paying, please?|payment_issue|medium_priority
i can't find my fucking invoices, can u show them, please?|check_invoices|high_priority
could you ask an agent how I could request some fucking bills, please?|get_invoice|medium_priority
I want to view the fucking ticket delivery options, what do I have to do, please?|delivery_options|standard_priority
Id like to download some fucking invoices, could you tell me how to do it, please?|get_invoice|standard_priority
please, ask an agent to remove my fucking account|delete_account|medium_priority
please, can you ask an agent if I could lodge a fucking consumer complaint?|complaint|standard_priority
the game was postponed, could i obtain a fucking reimbursement, please?|get_refund|standard_priority
ask an agent to switch to another fucking account|switch_account|medium_priority
could u ask an agent if i could see their fucking money back policy, please?|check_refund_policy|high_priority
please, can you tell me if there is a free phone number to contact fucking customer support?|contact_customer_service|medium_priority
you aren't helping, how do I contact fucking someone?|contact_human_agent|standard_priority
can you ask an agent to check their fucking payment options, please?|check_payment_methods|medium_priority
I lost my fucking password, could you reset it?|recover_password|standard_priority
I'd like to see the fucking status of my refund, can you help me, please?|track_refund|standard_priority
can u ask an agent if i could inform of fucking payment issues ?|payment_issue|high_priority
ask an agent how i can reset my fucking account password|recover_password|high_priority
id like information and i wanna contact fucking customer service, please|contact_customer_service|high_priority
can u ask an agent to notify a fucking problem with my payment ?|payment_issue|high_priority
ask an agent were I can notify a fucking payment problem, please|payment_issue|medium_priority
how could I leave a fucking review?|review|medium_priority
Id like to make a modification in my fucking order, please|change_order|standard_priority
could u ask an agent how i could inform of fucking problems making a payment, please?|payment_issue|high_priority
I needinformation about the fucking mail address to contact Client Service, please|contact_customer_service|medium_priority
I don't have a fucking profile and I'd like to create one|create_account|standard_priority
I lost my fucking invoices and I want to check them, please|check_invoices|standard_priority
please, ask an agent if I could report a fucking issue making a payment|payment_issue|medium_priority
can u sak an agent where i can notify fucking issues making a payment?|payment_issue|high_priority
can u ask an agnet if my fucking orders are on their way?|track_order|high_priority
I do not have a fucking profile|create_account|standard_priority
I'd like to see the status of my fucking purchase, could you help me?|track_order|standard_priority
ask an agent how i could speak with fucking client service, please|contact_customer_service|high_priority
can you ask an agent how I could solve fucking payment problems?|payment_issue|medium_priority
the game was cancelled and I'd like to obtain a fucking reimbursement, please|get_refund|standard_priority
can u ask an agent how  could see the status of my fucking purchase, please?|track_order|high_priority
i purchased an item, i ned help changing my fucking order|change_order|high_priority
the fucking concert was postponed, help me obtain a reimbursement, please|get_refund|standard_priority
please, ask an agent where I could report a fucking issue paying|payment_issue|medium_priority
ask an agent where I could report fucking problems with my payment, please|payment_issue|medium_priority
can you tell me if I can create more than one fucking account with a single email, please?|create_account|standard_priority
i  want information, how do i talk to fucking customer support?|contact_customer_service|high_priority
please, can u ask an agent where i can view my fucking bills?|check_invoices|high_priority
I changed my mind and I'd like to close my fucking user account|delete_account|standard_priority
please, could you ask an agent how I could view my fucking bill?|check_invoices|medium_priority
could you tell me what the fucking free phone number to contact Client Service is?|contact_customer_service|medium_priority
i want to use my other fucking online account, can i switch them ?|switch_account|high_priority
you're not helping, could I talk to a fucking human?|contact_human_agent|standard_priority
id like to lodge a fucking review, what canh i do?|review|high_priority
please, could you ask an agent how I could report a fucking paymet issue?|payment_issue|medium_priority
could you ask an agent to receive the fucking newsletter, please?|newsletter_subscription|medium_priority
i dont want my fucking account, could u delete it?|delete_account|high_priority
i want to check the fucking status of my refund, can u help me?|track_refund|high_priority
what do I have to do to list the fucking payment methods?|check_payment_methods|standard_priority
need to contact fucking customer assistance|contact_customer_service|medium_priority
ask an agent if I could check the fucking status of my reimbursement, please|track_refund|standard_priority
please, do you mind asking an agent for information about requesting a fucking invoice?|get_invoice|medium_priority
i need information, can u talk to fucking client service?|contact_customer_service|high_priority
I would like to see the fucking delivery period for my ticket|delivery_period|standard_priority
what are your fucking payment options?|check_payment_methods|medium_priority
ask an agent if i could leave a fucking review, please|review|high_priority
can you ask an agent if I could notify a fucking problem paying?|payment_issue|medium_priority
can u ask an agent to inform of a fucking problem making a payment?|payment_issue|high_priority
i'd like to get some fucking bills, tell me how to do it, please|get_invoice|high_priority
could u ask an agent how to solve fucking payment issues, please?|payment_issue|high_priority
could you ask an agent how I can make a fucking complaint, please?|complaint|standard_priority
please, ask an agent if icould inform of a fucking payment issue|payment_issue|medium_priority
can u ask an agent if I could subscribe to the fucking newsletter, please?|newsletter_subscription|high_priority
can you talk to fucking Client Service, please?|contact_customer_service|medium_priority
help me notify a fucking problem making a payment, please|payment_issue|medium_priority
can u give me information about the fucking email address of the Customer Service, please?|contact_customer_service|medium_priority
please, could u ask an agent how i can write a fucking review for a service?|review|high_priority
I don't want my fucking account, can you cancel it, please?|delete_account|standard_priority
i wanna know if i can create several fucking user accounts with a single email address|create_account|high_priority
im not happy with the service, what can i do to submit a fucking consumer complaint?|complaint|high_priority
i wanna know what the fucking email address to contact customer service is|contact_customer_service|high_priority
ask an agent where i can close my fucking user account, please|delete_account|high_priority
can you ask an agent where I could notify fucking problems paying, please?|payment_issue|medium_priority
please, could u ask an agent what your fucking payment options are?|check_payment_methods|high_priority
can u ask an agent where i could view the fucking delivery options, please?|delivery_options|high_priority
could u ask an agent what the fucking phone number of client service is?|contact_customer_service|high_priority
can you ask an agent how to know where my fucking shipment is?|track_order|standard_priority
ask an agent if I could inform of fucking problems making a payment, please|payment_issue|medium_priority
i wanna receive the fucking newsletter, can you tell me where I can do it, please?|newsletter_subscription|high_priority
id like an fucking refund , how do i get one?|get_refund|high_priority
could u show me the fucking mail address of the Customer Support, please?|contact_customer_service|medium_priority
please, could u ask an agent where i can inform of a fucking problem paying?|payment_issue|high_priority
I want to know how to get some fucking bills, please|get_invoice|standard_priority
i lost my fucking bill and i wanna view it|check_invoices|high_priority
I do not understand you, can I speak with a fucking person, please?|contact_human_agent|standard_priority
tell me if I could create two fucking accounts with a single email address|create_account|medium_priority
could you tell me if there is a free phone number to contact fucking Customer Service, please?|contact_customer_service|medium_priority
please, i wanna ask for information about changing my fucking purchase|change_order|high_priority
assistance to speak to a fucking agent|contact_human_agent|medium_priority
can u ask an agent where i could report fucking issues making a payment, please?|payment_issue|high_priority
could u ask an agent where to change my fucking order?|change_order|high_priority
i dont understand you and i wanna speak with a fucking human, please|contact_human_agent|high_priority
the show was cancelled and I'd like to obain a fucking reimbursement, please|get_refund|standard_priority
I don't want my fucking account, how could I close it?|delete_account|standard_priority
where do i file a fucking complaint against ur company|complaint|high_priority
help me update my fucking profile, please|edit_account|medium_priority
i have no fucking user account, can u open one, please?|create_account|high_priority
i wanna open a fucking online account, could u help me?|create_account|high_priority
where to check the fucking ticket delivery options|delivery_options|medium_priority
I have no fucking account, can you open one?|create_account|standard_priority
I didn't receive my fucking invoices and I want to view them, please|check_invoices|standard_priority
id like information, what should i do to call fucking customer support?|contact_customer_service|high_priority
please, could you tell me if i can create two fucking online accounts with the same email?|create_account|high_priority
can u ask an agent if fucking customer service is available?|contact_customer_service|high_priority
ask an agent if i can report a fucking problem with my payment, please|payment_issue|high_priority
please, can u ask an agent to find information about the fucking options for delivery?|delivery_options|medium_priority
could u ask an agent where I can obtain a fucking invoice, please?|get_invoice|medium_priority
i want to submit a fucking comment for a service, what should i do?|review|high_priority
how to inform of a fuckingproblem paying|payment_issue|medium_priority
I want to use my other fucking profile, could you switch them?|switch_account|standard_priority
I wanna change my fucking purchase, could you tell me where I can do it?|change_order|standard_priority
can u ask an agent where i could cancel my fucking account, please?|delete_account|high_priority
i bought a product, can i change my fucking purchase, please?|change_order|high_priority
I do not understand you, can you speak with fucking someone?|contact_human_agent|standard_priority
could u ask an agent if i can check my fucking bills?|check_invoices|high_priority
i wanna get a fucking invoice, could you tell me how to do it?|get_invoice|high_priority
please, could you ask an agent where I can view thir fucking refund policy?|check_refund_policy|medium_priority
id like information, can u callfucking customer support, please?|contact_customer_service|high_priority
can u ask an agent where  i could check my fucking bills?|check_invoices|high_priority
ask an agent if i can  leave a fucking review|review|high_priority
please, could you ask an agent how I can know where my fucking package is?|track_order|standard_priority
you're not helping, how could I contact a fucking person?|contact_human_agent|standard_priority
i have a question, how could i talk to fucking customer service?|contact_customer_service|high_priority
youre not helping and id like to talk to a fucking human agent, lease|contact_human_agent|medium_priority
please, could you ask an agent if I can notify a fucking poblem with my payment?|payment_issue|standard_priority
ask an agent how to make changes ot the information on my fucking profile|edit_account|medium_priority
i wanna view the fucking options for delivery, what can i do?|delivery_options|high_priority
could you tell me what the fucking mail to contact Client Service is, please?|contact_customer_service|medium_priority
could you ask an agent where to see the fucking cancellation penalties, please?|check_cancellation_fee|medium_priority
where can i report fucking payment issues?|payment_issue|high_priority
I can't understand you, could you contact fucking someone?|contact_human_agent|standard_priority
i want to know how to change my fucking order, please|change_order|high_priority
id like to see some fucking bills, can you give me some information?|get_invoice|standard_priority
please, can you ask an agent how I could notify a fucking issue with my payment?|payment_issue|standard_priority
could u show me the fucking free number of customer support?|contact_customer_service|high_priority
do you mind asking an agent if i can check my fucking order, please?|track_order|high_priority
someone stole my fucking account password, could you retrieve it, please?|recover_password|standard_priority
i do not know how to make a fucking consumer reclamation|complaint|high_priority
ask an agent how I could see the fucking cancellation penalty, please|check_cancellation_fee|medium_priority
I lost my fucking account password, can you help me?|recover_password|standard_priority
i wanna know if i could register two fucking online accounts with a single email , please|create_account|high_priority
please, couldyou ask an agent to switch to another fucking profile?|switch_account|medium_priority
could you ask an agent how to open an fucking user account?|create_account|medium_priority
can i check my fucking orders?|track_order|high_priority
could u ask an agent how to inform of a fucking issue paying?|payment_issue|high_priority
someone stole my fucking password and id  like to recover it|recover_password|medium_priority
ask an agent where I could report a fucking issue making a payment|payment_issue|medium_priority
could u ask an agent how to obtain a fucking invoice?|get_invoice|high_priority
can you ask an agent to check my fucking packages, please?|track_order|medium_priority
i lost my fucking bills and id like to see them|check_invoices|high_priority
please, could you ask an agent where I could inform of fucking issues with my payment?|payment_issue|medium_priority
i do not know what to do to update the fucking user info|edit_account|high_priority
i wanna check my fucking shipment, can you tell me how to do it?|track_order|high_priority
i dont like the service and i wanna file a fucking consumer complaint|complaint|high_priority
please, i want to know if there is any fucking person available|contact_human_agent|high_priority
wanna update the fucking details on my profile  help me|edit_account|medium_priority
ask an agent where to report fucking issues with my payment, please|payment_issue|medium_priority
please, could you ask an agent how I can switch to another fucking online account?|switch_account|medium_priority
could u ask an agent if i can report fucking problems paying, please?|payment_issue|high_priority
I have no fucking account, I need help registering, please|create_account|standard_priority
ask an agent how I could solve a fucking problem making a payment, please|payment_issue|medium_priority
the fucking event was cancelled, what can I do to obtain a reimbursement?|get_refund|standard_priority
ask an agent where to see their fucking payment options, please|check_payment_methods|medium_priority
I sould like to make a fucking opinion, what do I have to do?|review|standard_priority
id like a fucking reimbursement, help me obtain one, please|get_refund|standard_priority
can i use my new fucking account|switch_account|high_priority
please, can you ask an agent how to know where my fucking order is?|track_order|medium_priority
i want to track my fucking reimbursement, can u help me, please?|track_refund|high_priority
ask an agent if i can see the fucking status of my refund|track_refund|high_priority
I need information about your fucking payment options, please|check_payment_methods|medium_priority
please, ask an agent if I could check my fucking packages|track_order|medium_priority
how do i view the status of my fucking order?|track_order|high_priority
please, ask an agent how i could inform of an fucking problem paying|payment_issue|high_priority
my fucking profile's been hacked, i need help recovering it|recover_password|high_priority
please, could u ask an agent how to inform of a fucking issue making a payment?|payment_issue|medium_priority
I ordered something and id like to change my fucking purchase|change_order|medium_priority
i want to know if i can register several fucking online accounts with a single email address, please|create_account|high_priority
I cannot understand you, I need help talking to fucking someone, please|contact_human_agent|standard_priority
please, can you ask an agent if I could close my fucking account?|delete_account|medium_priority
I need help solving fucking problems paying, please|payment_issue|medium_priority
how can i lodge a fucking consumer complaint?|complaint|high_priority
ask an agent how i could inform of a fucking issuepaying, please|payment_issue|high_priority
could u ask an agent where my fucking packages are, please?|track_order|high_priority
my fucking online account was hacked and i wanna recover it, please|recover_password|high_priority
please, can u ask an agent if i can inform of fucking problems with my payment?|payment_issue|high_priority
I've got no fucking online account, could you create one?|create_account|standard_priority
ask an agent where I could report a fucking problem making a payment, please|payment_issue|medium_priority
i wanna modify my fucking purchase, can you tell me how to do it?|change_order|high_priority
can you ask an agent where I can inform of fucking issues paying, please?|payment_issue|medium_priority
i want to solve a fucking payment issue|payment_issue|high_priority
could you ask an agent how I could know where my fucking packages are, please?|track_order|standard_priority
ask an agent how I can solve fucking issues with my payment, please|payment_issue|medium_priority
I need help solving a fucking issue with my payment|payment_issue|medium_priority
could I view the fucking cancellatyion fee?|check_cancellation_fee|medium_priority
please, could you ask an agent where I could view the status of my fucking purchase?|track_order|medium_priority
i would like to download a fucking bill, can you give me some information?|get_invoice|high_priority
my fucking user account's been hacked, and I need help getting it back|recover_password|standard_priority
could u ask an agent where i can inform of fucking issues making a payment?|payment_issue|high_priority
my fucking account was hacked, what can i do?|recover_password|high_priority
can u ask an agent where to close my fucking user account?|delete_account|high_priority
could u ask an agent where i could obtain a fucking refund, please?|get_refund|high_priority
please, ask an agent if I can notify a fucking issue making a payment|payment_issue|medium_priority
could you ask an agent how to inform of a fucking issue with my payment?|payment_issue|medium_priority
I don't have a fucking user account|create_account|standard_priority
please, can u ask an agent if i can recover my fucking account password?|recover_password|high_priority
I changed my mind, can you cancel my fucking online account, please?|delete_account|standard_priority
the fucking show was postponed and I'd like to obtain a reimbursement, please|get_refund|standard_priority
I am interested in their fucking money back guarantee, ask an agent about it, please|check_refund_policy|standard_priority
i'd like to obtain a fucking invoice, tell me where I can do it|get_invoice|high_priority
please, i want to know how to know where my fucking packages are|track_order|high_priority
ask an agent where I can see the fucking options for ticket delivery, please|delivery_options|medium_priority
tell me if I can create several fucking user accounts with the same email|create_account|medium_priority
ask an agent if I could report a fucking issue with my payment, please|payment_issue|medium_priority
can you ask an agent where I can notify an fucking problem making a payment, please?|payment_issue|medium_priority
i want to remove my fucking account|delete_account|high_priority
my fucking user account has been hacked, and I need help getting it back|recover_password|standard_priority
need help speaking to fucking customer assistance|contact_customer_service|medium_priority
i want to know if i could register two fucking accounts with the same email, please|create_account|high_priority
could u ask an agent if i can see the tsatus of my fucking purchase?|track_order|high_priority
please, can you ask an agent how I could contact fucking Customer Service?|contact_customer_service|medium_priority
where could i inform of fucking payment issues?|payment_issue|high_priority
I want to use my other fucking account, could you change them?|switch_account|standard_priority
can you ask an agent how I can report fucking payment problems?|payment_issue|medium_priority
I have a question and I'd like to send an email to fucking Client Service|contact_customer_service|standard_priority
i need assistance making a fucking consumer reclamation|complaint|medium_priority
could u ask an agent if i could check my fucking invoice?|check_invoices|high_priority
can you ask an agent where I could see their fucking reimbursement policy?|check_refund_policy|standard_priority
can you ask an agent what the fucking email address of Customer Service is, please?|contact_customer_service|medium_priority
I can't find my fucking invoices and I would like to view them|check_invoices|standard_priority
could you ask an agent were I could check the fucking status of my refund, please?|track_refund|standard_priority
please, ask an agent what I can obtain a fucking reimbursement for|get_refund|medium_priority
can you find information about the fucking email address of the Customer Service?|contact_customer_service|medium_priority
can you show me the fucking free phone number of Customer Support?|contact_customer_service|medium_priority
ask an agent if i can inform of fucking problems with my payment, please|payment_issue|high_priority
can you tell me if i can create two fucking online accounts with a single email address, please?|create_account|high_priority
please, could u ask an agent how i can notify a fucking payment issue?|payment_issue|high_priority
tell me where to modify my fucking order|change_order|medium_priority
how could I create a fucking user account?|create_account|medium_priority
i wanna know if i can create several fucking online accounts with a single email, please|create_account|high_priority
could you ask an agent how I can inform of a fucking issue with my payment, please?|payment_issue|medium_priority
I'd like to check my fucking shipments, could you tell me how to do it?|track_order|standard_priority
could you ask an agent what the fucking free number of Customer Support is?|contact_customer_service|medium_priority
can you ask an agent where I could inform of a fucking problem paying?|payment_issue|medium_priority
please, ask an agent if i could check the fucking ticket delivery options|delivery_options|high_priority
please, could u ask an agent if there's a fucking newsletter to stay up-to-date?|newsletter_subscription|high_priority
please, could u ask an agent where to request a fucking reimbursement?|get_refund|medium_priority
can you ask an agent if I could check my fucking order, please?|track_order|medium_priority
please, ask an agent to inform of fucking issues with my payment|payment_issue|medium_priority
can u ask an agent for information about the fucking delivery period for my tickets?|delivery_period|high_priority
ask an agent how i could report fucking problems with my payment, please|payment_issue|high_priority
please, can u ask an agent if i can report fucking payment issues?|payment_issue|high_priority
i need information about modifying my fucking order|change_order|high_priority
please, can u ask an agent if i can notify a fucking payment problem?|payment_issue|high_priority
could you ask an agent how I can check my fucking orders?|track_order|standard_priority
could you ask an agent if i can track my fucking order?|track_order|high_priority
please, can u ask an agent how to notify a fucking problem with my payment?|payment_issue|high_priority
i dont understand you, help me talk to fucking someone, please|contact_human_agent|high_priority
could u ask an agent for information about the fucking delivery period?|delivery_period|high_priority
please, could you ask an agent ohw I could inform of fucking problems paying?|payment_issue|medium_priority
ask an agent if I could view the fucking status of my refund|track_refund|medium_priority
I can't understand you and I want to contact fucking someone|contact_human_agent|standard_priority
please, can u ask an agent wheee i can cancel my fucking user account ?|delete_account|high_priority
I need help checking your fucking payment methods, please|check_payment_methods|medium_priority
I want to request information about downloading somefucking bills|get_invoice|medium_priority
please, can u ask an agent if i can change my fucking purchase?|change_order|high_priority
id like a fucking refund, how could i obtain one?|get_refund|high_priority
ask an agent to notify a fucking problem with my payment|payment_issue|medium_priority
please, could you tell me if i could register several fucking accounts with a single email?|create_account|high_priority
i want to modify my fucking purchase, tell me where I can do it, please|change_order|high_priority
could you show me the fucking mail address of Customer Service, please?|contact_customer_service|medium_priority
i need information about the fucking email address of the Client Service|contact_customer_service|high_priority
can u get some fucking invoices?|get_invoice|high_priority
please, could u ask an agent where to notify fucking problems making a payment?|payment_issue|high_priority
need help deleting the fucking user account|delete_account|medium_priority
i want to know if i could register several fucking accounts with a single email, please|create_account|high_priority
how could I update my fucking profile?|edit_account|medium_priority
ask an agent where to view the fucking cancellation fee, please|check_cancellation_fee|medium_priority
ask an agent if i could notify a fucking problem with my payment|payment_issue|high_priority
could you ask an agent to send me a fucking invoice?|get_invoice|standard_priority
u are not helping, what should i do to contact fucking someone?|contact_human_agent|high_priority
can u ask an agent how i could view the status of my fucking purchase?|track_order|high_priority
can u ask an agent where i could file a fucking complaint?|complaint|high_priority
I do not like the service, could I make a fucking complaint?|complaint|standard_priority
I lost my fucking bills, what should I do to view them?|check_invoices|standard_priority
can u ask an agent how to contact fucking customer service?|contact_customer_service|high_priority
I do not have a fucking online account, can you help me?|create_account|standard_priority
I'd like information about the fucking mail of the Customer Service|contact_customer_service|medium_priority
I ordered a product and i want to change my fucking order, please|change_order|high_priority
please, can u ask an agent where to lodge a fucking complaint for a service?|complaint|high_priority
I want information, I need help contacting fucking Client Service|contact_customer_service|standard_priority
help me notify a fucking payment problem, please|payment_issue|medium_priority
can u contact a fucking person?|contact_human_agent|high_priority
ask an agent where to check my fucking bill|check_invoices|medium_priority
can you ask an agent if i could request some fucking bills, please?|get_invoice|high_priority
i want to see some fucking bills, can you tell me how I can do it?|get_invoice|high_priority
id like to file a fucking consumer complaint, what do i have to do?|complaint|high_priority
ask an agent what the fucking email address to contact Customr Support is, please|contact_customer_service|medium_priority
I've got no fucking user account, what do I have to do to register?|create_account|standard_priority
id like information, could u send an email to fucking customer service?|contact_customer_service|high_priority
I'd like information, help me call fucking Client Service|contact_customer_service|medium_priority
ask an agent if i could track my fucking packages|track_order|high_priority
please , I want to know if I can create two fucking online accounts eith a single email address|create_account|medium_priority
I do not have a fucking account, what do I have to do to register?|create_account|standard_priority
the event was postponed, could i request a fucking refund?|get_refund|high_priority
my fucking profile has been hacked, what should i do to get it back?|recover_password|high_priority
could you ask an agent how to request a fucking invoice, please?|get_invoice|medium_priority
I can' remember my fucking password and I would like to reset it|recover_password|standard_priority
i wanna see some fucking bills, can you givge me some information?|get_invoice|high_priority
could you tell me what the fucking email address to contact Customer Service is, please?|contact_customer_service|medium_priority
please, could you ask an agent where to inform of a fucking issue paying?|payment_issue|medium_priority
I'm discontent with the service, could you file a fucking complaint, please?|complaint|standard_priority
i wanna see my fucking bills|check_invoices|high_priority
can you ask an agent where I can notify a fucking problem paying, please?|payment_issue|medium_priority
please, i want to know if i can create several fucking online accounts witha single email address|create_account|high_priority
id like to check my fucking package, could you tell me  how t do it?|track_order|standard_priority
I would like to modify my fucking order, tell me where I can do it, please|change_order|standard_priority
ask an agent if i can inform of fucking issues making a payment|payment_issue|high_priority
could you ask an agent if I could solve a fucking problrm paying, please?|payment_issue|medium_priority
ask an agent where I can notify fucking payment issues|payment_issue|medium_priority
can I reset my fucking password?|recover_password|medium_priority
i need help notifying fucking issues with my payment|payment_issue|high_priority
can u ask an agent were i could report fucking problems making a payment, please?|payment_issue|high_priority
ask an agent if i could view the fucking status of my refund|track_refund|high_priority
please, i want to know how I can download a fucking bill|get_invoice|high_priority
I'm discontent with the service, I need help making a fucking complaint|complaint|standard_priority
i wanna see a fucking invoice, could you tell me where I can do it?|get_invoice|high_priority
where do I see the fucking cancellation fee?|check_cancellation_fee|standard_priority
I do not know what to do to report a fucking sign-up error|registration_problems|standard_priority
please, can you ask an agent if I could inform of a fucking issue making a payment?|payment_issue|medium_priority
please, could you ask an agent if I could get a fucking bill?|get_invoice|standard_priority
my fucking account's been hacked, what can I do to recover it?|recover_password|standard_priority
can you tell me what the fucking phone number to contact Client Service is, please?|contact_customer_service|medium_priority
id like information and i want to send an email to fucking customer support, please|contact_customer_service|high_priority
can you ask an agent how I can view my fucking invoice, please?|check_invoices|medium_priority
I can't remember my fucking password, can you retrieve it?|recover_password|standard_priority
I want to track my fucking shipments, can you tell me how I can do it?|track_order|standard_priority
i wanna see the fucking ticket delivery options|delivery_options|high_priority
how can i view your fucking payment methods?|check_payment_methods|high_priority
can you tell me how I can receive the fucking newsletter?|newsletter_subscription|medium_priority
ask an agent if i could obtain a fucking bill|get_invoice|high_priority
please, can u ask an agent what the status of my fucking order is ?|track_order|high_priority
how to speak with a fucking human agent|contact_human_agent|medium_priority
could u ask an agent how i could recover my fucking account password, please?|recover_password|high_priority
can u ask an agent how to notify a fucking payment problem, please?|payment_issue|high_priority
my fucking user account's been hacked and I would like to recover it|recover_password|standard_priority
ask an agent if I could report a fucking problem paiyng, please|payment_issue|medium_priority
whats the fucking free number of customer support?|contact_customer_service|medium_priority
the fucking concert was postponed, what should i do?|get_refund|high_priority
i wana lodge a fucking opinion, whta should i do?|review|high_priority
can you ask an agent when I will get a fucking reimbursement, please?|get_refund|standard_priority
could you ask an agent where I could remove my fucking account, please?|delete_account|medium_priority
i dont want my fucking user account, can u close it, please?|delete_account|high_priority
could u ask an agent how to inform of a fucking payment problem, please?|payment_issue|medium_priority
please, can u ask an agent how to solve fucking payment issues?|payment_issue|high_priority
ask an agent how i could inform of a fucking issue paying|payment_issue|high_priority
please, ask an agent if I can inform of a fucking problem paying|payment_issue|medium_priority
i want information, help me call fucking customer support|contact_customer_service|high_priority
I ordered an item and Id like to modify my fucking order, please|change_order|standard_priority
could u ask an agent to notify a fucking payment issue?|payment_issue|high_priority
i dont want my fucking account, how can i delete it?|delete_account|high_priority
ask an agent how I can write a fucking opinion, please|review|medium_priority
can u ask an agent to cancel a fucking purchase, please?|cancel_order|high_priority
my fuckingonline account's been hacked, can u help me?|recover_password|high_priority
i want information, what do i have to do to speak with fucking customer service?|contact_customer_service|high_priority
